Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,Sentiment,Sentiment_confidence
Iphone 16,Apple,موسى ا.,مايو 3 2025,الحمدلله,وصل الوصف,positive,0.6843452453613281
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad N.,يونيو 13 2025,الخير الافضل,جيد جدا,positive,0.9013132452964783
Iphone 16,Apple,عصام م.,مارس 8 2025,وسط,مقبول انصح حجمه صغير جدا,neutral,0.4592099189758301
Galaxy S24 Ultra Titanium Ram,Samsung,Mohammed J.,أبريل 16 2025,ممتاز,ممتاز شكرا,positive,0.9636234641075134
Iphone 16,Apple,نايف ا.,أبريل 14 2025,اصلي وغني التعريف,وصل بالوقت,neutral,0.4882897436618805
Galaxy S24 Ultra Titanium Ram,Samsung,بندر ا.,سبتمبر 23 2024,البطاريه,اول يوم تم شحن الجهاز لنسبه ووصل الي استخدام ساعات فقط علي عكس اجهزه سامسونج المعتاده سانتظر ساعه كتجربه واعاده شحن لاري الفرق والا اعدت الجهاز,neutral,0.7402360439300537
Galaxy S24 Ultra Titanium Ram,Samsung,Alabbas A.,فبراير 15 2025,افضل جوال سنه واشوفه افضل حتي اس الترا,بالنسبه الجوال يستاهل انتظرت عشان اشوف الترا خيب الامال زال اس الترا افضل جوال,negative,0.69047611951828
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 5 2025,سامسونج الترا,جيد,positive,0.8054417967796326
Galaxy A16 Space Ram,Samsung,Anonymous,سبتمبر 19 2025,بطيء,بطيء,negative,0.7192878127098083
Galaxy A16 Space Ram,Samsung,مؤسسة عوض بن عبدالله بن عوض الديني ا.,سبتمبر 19 2025,فنان,فنان,positive,0.9569090008735657
Iphone 16,Apple,Naser S.,مارس 29 2025,التغليف جيد لاكن الجوال مفكوك,,neutral,0.7155575752258301
Galaxy A16 Space Ram,Samsung,زياد ا.,مارس 31 2025,لاشيء,جميل,positive,0.9632672667503357
Iphone 16,Apple,Anonymous,أغسطس 26 2025,ممتاز جدا,شي,neutral,0.4816346764564514
Galaxy A16 Space Ram,Samsung,Abdullmalek M.,سبتمبر 13 2025,كويس,تللا,neutral,0.616075873374939
Galaxy S24 Ultra Titanium Ram,Samsung,بودي ا.,أكتوبر 29 2024,اتاحه متابعه الطلب وارسل كامل البيانات المنتج وارقام التواصل,جهاز بطل اعجبني سرعه التوصيل خلال يوم فقط المنتج اللي طلبته طبعا الجهاز اصلي صناعه فيتنام,positive,0.972008228302002
Iphone 16,Apple,Hasan M.,مايو 7 2025,جار التجربه,جار جربته الايفون,neutral,0.4702591001987457
Iphone 16,Apple,غدير ا.,فبراير 1 2025,شكرا,السعر جميل سرعه التوصيل,positive,0.870598316192627
Iphone 16,Apple,أحمد ع.,أكتوبر 12 2025,السعر غالي,سهوله الاستخدام,neutral,0.5605382323265076
Iphone 16,Apple,Anonymous,أغسطس 19 2025,جده,شكرا للبائع المنتج ممتاز,positive,0.9861465096473694
Galaxy S24 Ultra Titanium Ram,Samsung,رهف م.,أغسطس 6 2025,حلو ومميز جدا,الجوال مافيه اي مشكله الا وحده اللي واضحه السماعه حقته مشكله والصوت كويس اليوم الثاني بينت الصوت مو واضح,negative,0.9440287947654724
Iphone 16,Apple,سناء أ.,أكتوبر 10 2025,رائع,الحمد لله رب العالمين,positive,0.9294393062591553
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ن.,فبراير 2 2025,منتج رائع بسعر ممتاز,العمليه بدايه شراء المنتج الي الحصول كانت منتهي السلاسه اما المنتج نفسه فحدث حرج امكانيات عاليه وسرعه خرافيه التصفح,negative,0.9417247176170349
Iphone 16,Apple,Ghazi A.,مارس 8 2025,تقومون بعمر رائع,مثالي,positive,0.872372567653656
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 30 2025,المنتج اصلي بتغليف المصنع,المنتج اصلي ومغلف المصنع يفتح التغليف والكرتون نظيف يوجد اثار استخدام او سوء شحن وشكرا للبائع علي مصداقيته وامانته,neutral,0.8302502632141113
Galaxy S24 Ultra Titanium Ram,Samsung,Zeeshan K.,أكتوبر 6 2024,انه مدهش,انه امر مدهش,positive,0.9659057259559631
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 6 2024,المره عليكم توضيح اذا المنتج جديد او تم اعاده بيعه,عندما ذهبت للتاكد الجهاز تم اخباري بان الجهاز مستخدم وتم اعاده بيعه وفتحه لهذا انصح الشراء الا خلال شركه او مكان معتمد,neutral,0.9430086612701416
Iphone 16,Apple,ابراهيم ا.,أبريل 18 2025,جميل,الهاتف المواصفات وجيد,neutral,0.7509537935256958
Iphone 16,Apple,Anonymous,سبتمبر 16 2025,,الجوال صيني انصح,neutral,0.7854605317115784
Iphone 16,Apple,Anonymous,يوليو 1 2025,جديد ونفس المواصفات,رائع جدا,positive,0.9633642435073853
Iphone 16,Apple,Fadi A.,يونيو 20 2025,شكرا,اصلي وممتاز شاء الله,positive,0.9854269027709961
Galaxy A16 Space Ram,Samsung,Anonymous,يونيو 7 2025,جميل,جميل,positive,0.9632672667503357
Galaxy A16 Space Ram,Samsung,Anonymous,يونيو 2 2025,,ممتاز,positive,0.894987165927887
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 29 2025,بدون رسوم,البطاريه جيده,positive,0.7959021329879761
Iphone 16,Apple,Amnah Z.,أكتوبر 15 2024,شكرا لسرعتكم,السرعه التوصيل,neutral,0.8115217089653015
Galaxy S24 Ultra Titanium Ram,Samsung,انس محمد احمد ف.,أغسطس 23 2025,زياده السعر سعر السوق,المنتج اصلي ميه بالميه الحمدلله اما السعر زياده مايقارب الي سعودي اسعار المحلات الفي السوق,positive,0.881115198135376
Galaxy A16 Space Ram,Samsung,ابراهيم  ا.,مايو 18 2025,تمام,جيد,positive,0.8054417967796326
Iphone 16,Apple,محمد ا.,يوليو 29 2025,ميه بالميه,افضل الاجهزه,positive,0.7895687818527222
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,فبراير 9 2025,الاداء,اعجبني المنتج,positive,0.9708420038223267
Galaxy S24 Ultra Titanium Ram,Samsung,Ahmed E.,أغسطس 3 2024,ممتاز والبائع توصيل فائق السرعه,الجهاز الوصف شيء ممتاز يعمل بكفاءه التوصيل تم المعاد خدمه شراء اونلاين ممتازه افضل اي موقع اخر الامارات,positive,0.8737741708755493
Iphone 16,Apple,ريم ا.,أغسطس 19 2025,,يوجد خلل شاشه الهاتف,negative,0.6987524032592773
Galaxy A16 Space Ram,Samsung,مشعل ا.,أبريل 22 2025,جميل,جميل,positive,0.9632672667503357
Iphone 16,Apple,Essa A.,أغسطس 14 2025,الصوره جميل,جميل جدا,positive,0.960192859172821
Galaxy S24 Ultra Titanium Ram,Samsung,Qamar R.,أبريل 3 2025,جميل,جوال رائع,positive,0.9324427247047424
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 1 2025,جيد,جيد,positive,0.8054417967796326
Galaxy S24 Ultra Titanium Ram,Samsung,يزن ع.,أبريل 23 2025,وصلتني النسخه الفيتناميه الي افضل شي,الي معه ايفون ويبي ينتقل للسامسونج لايتردد الوقت بيتعود وضعي كنت متردد الجهاز سلسل جدا وفخم,neutral,0.5360881090164185
Iphone 16,Apple,عبدالله  ا.,أكتوبر 9 2025,روعه,جهاز روعه انصحكم,positive,0.9427108764648438
Iphone 16,Apple,ابو احمد ا.,ديسمبر 27 2024,الجهاز اصلي ابل,اللون حلوو,positive,0.9512505531311035
Galaxy A16 Space Ram,Samsung,Rana K.,أبريل 2 2025,حلو,حبيت,positive,0.8060696721076965
Iphone 16,Apple,Anonymous,فبراير 16 2025,سليم مافيه وسعر روعه,روعه,positive,0.9576007127761841
Galaxy A16 Space Ram,Samsung,Anwar S.,أبريل 1 2025,جميل,جميل,positive,0.9632672667503357
Iphone 16,Apple,عبير ا.,يوليو 27 2025,بطيء,الجهاز بطيء خلل,negative,0.930099368095398
Iphone 16,Apple,Anonymous,ديسمبر 19 2024,,جميل وتوصيل الموعد المحدد,positive,0.9498386383056641
Galaxy A16 Space Ram,Samsung,Anonymous,سبتمبر 2 2025,جيد,جميل,positive,0.9632672667503357
Iphone 16,Apple,كريم  ع.,أكتوبر 7 2025,يوجد ترجمه متوفره,يوجد ترجمه متوفره,neutral,0.9731570482254028
Galaxy A16 Space Ram,Samsung,Anonymous,فبراير 5 2025,شكرا,رائع,positive,0.9561744332313538
Iphone 16,Apple,Akram A.,أغسطس 30 2025,البائع,اصلي نسخه شرق اوسط,negative,0.9904776811599731
Galaxy A16 Space Ram,Samsung,دلال ا.,يوليو 1 2025,حلو,حبيت,positive,0.8060696721076965
Galaxy S24 Ultra Titanium Ram,Samsung,Naveed G.,مارس 19 2025,جيد تقريبا,راضي,neutral,0.548509418964386
Iphone 16,Apple,Anonymous,أبريل 3 2025,فيفاء,الجوال ممتاز غلطه,negative,0.8255099058151245
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 16 2025,حاجه,جيدا,neutral,0.4363410174846649
Galaxy A16 Space Ram,Samsung,Anonymous,أبريل 19 2025,,جيد,positive,0.8054417967796326
Iphone 16,Apple,عطيه ج.,يوليو 20 2025,سي جدا,اسبوع وتعطل الجهاز,negative,0.8386372327804565
Galaxy S24 Ultra Titanium Ram,Samsung,AJAY KUMAR  S.,سبتمبر 13 2025,تمت الموافقه علي,ابداعي,positive,0.7886925339698792
Iphone 16,Apple,رهف ي.,مارس 18 2025,المواصفات,متجر موثوق,neutral,0.6282774209976196
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 29 2025,حضرتك الجوال جي الكرتونه مفتوحه وده مينفعش,حضرتك الجوال جي الكرتونه مفتوحه مغلقه برا لاكن جوه العلبه مفتوحه والشاحن متاخد الجوال,neutral,0.7030758261680603
Galaxy S24 Ultra Titanium Ram,Samsung,Mohamed M.,أغسطس 23 2025,ممتاز المطلوب ونفس المواصفات المطلوبه شكرا,يجب اختيار البائع يكون افضل واضمن الجوالات وصل المطلوب ونفس المواصفات,neutral,0.6827625632286072
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 30 2025,جيد,جميله للغايه,positive,0.9741271138191223
Galaxy S24 Ultra Titanium Ram,Samsung,Ahmed Z.,يناير 12 2025,متخافش,محدش يخاف الجوال اطلب بقلب جامد موبايل اصلي وفيتنامي يعني احسن صناعه بالنسبه لسامسونج شركه كبيره ومحترمه ونتمني المزيد النجاح والنمو,positive,0.9901307821273804
Galaxy S24 Ultra Titanium Ram,Samsung,Qasim W.,سبتمبر 15 2024,ماشاءالله منتجات جيده,جيد,positive,0.8054417967796326
Iphone 16,Apple,محسن ا.,يوليو 5 2025,رائع,ممتاز وصل بنفس الوقت,positive,0.9778263568878174
Iphone 16,Apple,سعود م.,مارس 11 2025,اصلي اصلي,الوصف جوده,neutral,0.6928002238273621
Galaxy A16 Space Ram,Samsung,خالد س.,سبتمبر 14 2025,جيد,جيد,positive,0.8054417967796326
Iphone 16,Apple,راكان ا.,مارس 11 2025,ممتاز,الوصف لاحظت شي,neutral,0.6152645945549011
Iphone 16,Apple,محمد ا.,مايو 3 2025,رائع,رائع اصلي انصحكم,positive,0.917198121547699
Iphone 16,Apple,Anonymous,أغسطس 24 2025,السرعه التوصيل,ممتاز,positive,0.894987165927887
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 31 2025,جيد,جيد,positive,0.8054417967796326
Iphone 16,Apple,محمد  ع.,سبتمبر 23 2025,تمام,مبروك لاصحابه,positive,0.981374204158783
Galaxy A16 Space Ram,Samsung,Majdoulin Ahmad S.,أبريل 4 2025,جيد,جيد,positive,0.8054417967796326
Iphone 16,Apple,ابراهيم ا.,يوليو 16 2025,جيد,مواصفات الشرق الاوسط,neutral,0.975348174571991
Iphone 16,Apple,ود ح.,مايو 13 2025,انصح,ممتاز جدا واصلي,positive,0.9712820053100586
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 18 2025,تم,تم,positive,0.7852993607521057
Iphone 16,Apple,Shouq H.,مارس 9 2025,لاشيء,جوال اصلي وجميل جدا,positive,0.867488443851471
Iphone 16,Apple,Waddah M.,سبتمبر 7 2025,شيء واضح,المنتج رائع,positive,0.9587631225585938
Galaxy S24 Ultra Titanium Ram,Samsung,Motwakil W.,أغسطس 3 2025,منتج اصلي,المنتج اصلي وتم التاكد الضمان موقع سامسونج التوصيل ممتاز والتغليف جيده والسعر ممتاز جدا مقارنه بالمواقع الاخري,neutral,0.8598179817199707
Iphone 16,Apple,روان ا.,ديسمبر 25 2024,,مررره يجننننن اصلي الجديد,positive,0.9492917060852051
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 23 2025,لاحد الان موبين كويس ماستخدمته لسا,فتحته والجوال باين ماشاءالله رجعته لكرتون ماستخدمته بستخدمه ان شاءالله مايكون عيب,neutral,0.40163758397102356
Iphone 16,Apple,Anonymous,ديسمبر 10 2024,اصلي,اصلي وومتاز السعر حلو,positive,0.6880427598953247
Galaxy S24 Ultra Titanium Ram,Samsung,Shahidh S.,ديسمبر 12 2024,منتجات اصليه,جميل,positive,0.9632672667503357
Galaxy S24 Ultra Titanium Ram,Samsung,Islam M.,يوليو 29 2025,الطلب يصل كامل,العرض عباره جوال معه راس الشاحن وصل المندوب فقط الجوال ولم تصل راس الشاحن يرجي ارسالها اقرب وقت ممكن,neutral,0.9301777482032776
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 15 2025,الجوال ممتاز البطاريه عليها ملاحظات كثيره وشي يقهر الصراحه,الجوال ممتاز البطاريه عليها ملاحظات كثيره وشي يقهر الصراحه,negative,0.9734352827072144
Galaxy S24 Ultra Titanium Ram,Samsung,Sanjib K.,ديسمبر 2 2024,ابداعي,تجربه سلسه,neutral,0.5537912249565125
Galaxy S24 Ultra Titanium Ram,Samsung,احمد س.,ديسمبر 17 2024,مصدر المنتج وشهاده الضمان,توصيل المنتج الميعاد وتغليفه بطريقه متقنه تحافظ علي المنتج الصدمات فرز اول بدون اي خدوش شغال وليس عيوب صناعه حتي الان,neutral,0.8219900131225586
Galaxy S24 Ultra Titanium Ram,Samsung,حسن ا.,أكتوبر 3 2025,البصمه والبطاريه,والله هاتف جميل تجربتي للجوال وجهتني مشكلتين اولا البصمه ثانيا البطاريه تستنزف بسرعه جوال ممتاز,positive,0.9672307968139648
Galaxy S24 Ultra Titanium Ram,Samsung,Santiago V.,يونيو 15 2024,لون,الخيار الافضل,positive,0.6199727654457092
Iphone 16,Apple,Anonymous,نوفمبر 23 2024,منتجات اصليه وضمان,اصلي,positive,0.8743568062782288
Galaxy S24 Ultra Titanium Ram,Samsung,Vinura S.,سبتمبر 21 2024,المنتج الاصلي,شكرا ظهرا,positive,0.9167202115058899
Iphone 16,Apple,Anonymous,مايو 21 2025,ايفون سلس,اعجبني التصميم,positive,0.9448242783546448
Iphone 16,Apple,Anonymous,سبتمبر 26 2025,ممتاز والسعر فنان,اصلي,positive,0.8743568062782288
Iphone 16,Apple,Anonymous,مارس 7 2025,ممتاز جدا,ممتاز جدا,positive,0.9542895555496216
Iphone 16,Apple,هشام م.,سبتمبر 15 2025,كويس,كويس جدا الحمدلله,positive,0.9650721549987793
Iphone 16,Apple,Anonymous,يونيو 29 2025,علي,علي مو زين,negative,0.9464370012283325
Iphone 16,Apple,Anonymous,سبتمبر 2 2025,حلو ماشاءالله,يجننننن,positive,0.9195036888122559
Iphone 16,Apple,مالك  ا.,فبراير 14 2025,ممتاز,ممتاز وانصح بالشراء,positive,0.8779192566871643
Iphone 16,Apple,Anonymous,أبريل 10 2025,شي ممتاز,شي ممتاز,positive,0.9432696104049683
Iphone 16,Apple,رهف ا.,مايو 17 2025,روعه,انصحكم يجننننن,positive,0.8497542142868042
Galaxy S24 Ultra Titanium Ram,Samsung,EDI K.,نوفمبر 2 2024,الافضل,انا احب الكاميرا,positive,0.8922632932662964
Iphone 16,Apple,Marwah A.,سبتمبر 19 2025,ممتاز جدا,ماشاء الله,positive,0.8289603590965271
Galaxy S24 Ultra Titanium Ram,Samsung,Zeeshan Z.,فبراير 21 2025,موضح,موضح,neutral,0.8943637609481812
Iphone 16,Apple,سلمان ا.,يوليو 9 2025,الجهاز اصلي,هديه لابني,positive,0.6736268401145935
Iphone 16,Apple,نادين عايض ا.,فبراير 26 2025,رئععععع,ماشاءالله حلوووو,positive,0.9684035778045654
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad A.,يونيو 29 2025,المصداقيه وسرعه التوصيل والتغليف,المنتج ممتاز جدا ومغلف بطريقه ممتازه ووصل بال قت المحدد وشكرا جزيلا علا هذيه الخدمه الممتازه,positive,0.9688781499862671
Iphone 16,Apple,فاطمة ا.,أبريل 24 2025,خمسه نجوم,ممتاز جدا,positive,0.9542895555496216
Iphone 16,Apple,Laith S.,سبتمبر 4 2025,الوصف,,neutral,0.7155575752258301
Iphone 16,Apple,خالد ا.,أبريل 16 2025,ايفون,شاء الله روعه,positive,0.9720601439476013
Iphone 16,Apple,Maysara A.,أبريل 16 2025,,بجد تحفه ماشاء الله,positive,0.9827157258987427
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,فبراير 11 2025,ماشاءالله,جوده جيده,positive,0.6308206915855408
Iphone 16,Apple,يزبد  ا.,أبريل 8 2025,شي ممتاز,شي ممتاز,positive,0.9432696104049683
Iphone 16,Apple,محمد  ا.,أبريل 1 2025,دبي,السعر افضل السوق,neutral,0.6928200125694275
Iphone 16,Apple,Anonymous,يونيو 5 2025,مقاس جميل,التحميل صعب,negative,0.8085624575614929
Iphone 16,Apple,Anonymous,أغسطس 10 2025,شي,شي فيكم زين,neutral,0.5391703844070435
Iphone 16,Apple,Re E.,يونيو 2 2025,يجنن,مره حلو انصح,positive,0.9441500306129456
Galaxy S24 Ultra Titanium Ram,Samsung,Mohamed O.,أكتوبر 2 2025,الموبايل قطع اتصال بالشبكات المصريه كلها ضريبه الف,الموبايل قطع اتصال بالشبكات المصريه كلها ضريبه الف,negative,0.9944591522216797
Galaxy S24 Ultra Titanium Ram,Samsung,Kotaiba  S.,أكتوبر 18 2024,الهاتف يكن جديد,الهاتف يكن جديد وتم اعاده تغليفه بطريقه واضحه وعند ضغط كود معرفه متي تم تشغيل الهاتف لاول مره اعطاني الجهاز الشراء بشهرين تقريبا,neutral,0.8712388277053833
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 12 2025,افضل صفقه,افضل صفقه,positive,0.9621986150741577
Iphone 16,Apple,منال ا.,مايو 27 2025,ممتاز,شي ممتاز,positive,0.9432696104049683
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,ديسمبر 3 2024,جوال جيد,موبايل جيد,positive,0.9207373857498169
Iphone 16,Apple,Sara A.,مايو 27 2025,اصلي,وصلني الجهاز يجنن,positive,0.9105719923973083
Galaxy S24 Ultra Titanium Ram,Samsung,عصام ا.,أغسطس 25 2024,للاسف جدا محبط بجوده القلم حساسيته ضعيفه,حساسيه القلم كانه عيب مصنعي ماتلقط الا اذا ضغطت بقوه وفي الكتابه الحره والحروف الي انعطافات صعب يلقط معاك,negative,0.7939826250076294
Iphone 16,Apple,شادي م.,يوليو 27 2025,جيد,مطابق الموصفات,neutral,0.8625426888465881
Iphone 16,Apple,Ahmed D.,أكتوبر 7 2025,التعليق,ممتاز واصلي,positive,0.9507742524147034
Galaxy S24 Ultra Titanium Ram,Samsung,Jasim K.,يونيو 2 2025,احب الهاتف,مذهل,positive,0.9536495804786682
Iphone 16,Apple,Khalid A.,مارس 4 2025,اصلي وصل بسرعه,شيئ,neutral,0.7216246724128723
Galaxy S24 Ultra Titanium Ram,Samsung,محمود ا.,مايو 11 2025,البطاريه ضعيفه,انصح لمن يهمه طول عمر البطاريه البطاريه تنزل دقايق تقريبا او اقل خلال الاستخدام ندمت اني اشتريته,negative,0.6304031014442444
Iphone 16,Apple,Ahmed E.,أبريل 21 2025,الفون اصلي,الفون اصلي,positive,0.6007040739059448
Iphone 16,Apple,Anonymous,أبريل 7 2025,,ممتاز جدا انصح,positive,0.9217675924301147
Iphone 16,Apple,Anonymous,نوفمبر 21 2024,ايفون,المنتج مجدد,neutral,0.924910306930542
Iphone 16,Apple,Anonymous,نوفمبر 11 2024,يجننن,اعطيه مليووون نجمه,positive,0.8367279171943665
Iphone 16,Apple,Anonymous,مارس 8 2025,سرعه التوصيل,جهاز اصلي,positive,0.6912669539451599
Galaxy S24 Ultra Titanium Ram,Samsung,يوسف النور العجب ا.,يناير 8 2025,جوال ملاحقاتو الاساسيه,الجوال ياتي سماعه وشاحن لماذ انو الجوال جديد مو معقول ياتي ملاحقاتو الاساسيه يرجو الافاده وشكرا,neutral,0.831566572189331
Iphone 16,Apple,ابتسام ا.,يوليو 27 2025,كبير جدا,كبير الصدق,positive,0.9621741771697998
Iphone 16,Apple,Ahmed  A.,مارس 6 2025,ممتاز,الوصف,neutral,0.8441632986068726
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 29 2024,شهور لايقبل الشحن بطاريه والبائع لايرد بخصوص ضمان,عدم الرد علي ضمان البائع ويوجد بالجهاز مشكله وللحين مافي اي رد للضمان اسبوع استعلم ضمان,negative,0.6206417679786682
Iphone 16,Apple,Anonymous,أكتوبر 1 2025,حلووو,يجنننن خياللل,positive,0.9094756841659546
Iphone 16,Apple,Anonymous,يوليو 8 2025,منتج جيد,منتج جيد,positive,0.8480910658836365
Galaxy S24 Ultra Titanium Ram,Samsung,Ali H.,أبريل 20 2025,سنين تجربه ايفون حولت اندرويد وصراحه الجهاز جبار,عانيت الايام الاولي الاستخدام الجهاز اقنعني بلا رجعه للايفون مره ثانيه,negative,0.9417662024497986
Iphone 16,Apple,يوسف س.,يوليو 4 2025,اصلي,انصح موثوق,neutral,0.5905177593231201
Iphone 16,Apple,سلمان ق.,أبريل 18 2025,شكرا,الجهاز جدا ممتاز,positive,0.9675978422164917
Iphone 16,Apple,Anonymous,يونيو 26 2025,,حلو والله الحمدلله,positive,0.9911318421363831
Galaxy S24 Ultra Titanium Ram,Samsung,Abin K.,يوليو 19 2025,لطيف جيد,المنتج الاصلي,neutral,0.897439181804657
Iphone 16,Apple,Anonymous,سبتمبر 4 2025,الجوال ممتاز,ممتاز,positive,0.894987165927887
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ا.,نوفمبر 22 2024,افضل جوال اندرويد العالم حتي الان بصراحه سامسونج جالاكسي الترا,افضل جوال اندرويد العالم حتي الان بصراحه سامسونج جالاكسي الترا,positive,0.9900128841400146
Iphone 16,Apple,Omar G.,نوفمبر 14 2024,شاء الله ممتاز,ممتاز,positive,0.894987165927887
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 30 2024,جوده سيئه للغايه,سيء للغايه,negative,0.9711835980415344
Iphone 16,Apple,Anonymous,أغسطس 31 2025,ممتاز الحمدلله,,neutral,0.7155575752258301
Iphone 16,Apple,محمد ا.,مارس 30 2025,,شي بالجهاز يهبل,negative,0.9873162508010864
Iphone 16,Apple,باسم ا.,يناير 9 2025,بصراحه حلو,مره حلو,positive,0.9497377276420593
Galaxy S24 Ultra Titanium Ram,Samsung,خلف العتيبي ا.,أغسطس 8 2024,الجهاز مره كويس,شيء اعجبني باستثناء دعم التطبيقات فانا معتاد علي دعم تطبيقات اجد المستوي الدعم دعم التطبيقات مقبول بشكل عام,positive,0.9535776376724243
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 29 2024,الهاتف جيد وفيه عيوب,الهاتف جيد فقط ولكنه بطيئ التصفح ويعلق ويسخن الاستخدام العادي اذا لديك مكالمه تستطيع ان تري مثلا فيديو يوتيوب او نتفلكس او شاهد الخ,neutral,0.6446163654327393
Iphone 16,Apple,سليم ا.,أغسطس 7 2025,النسخه عالميه,ممتاز,positive,0.894987165927887
Galaxy S24 Ultra Titanium Ram,Samsung,Mohamed E.,يونيو 1 2025,البطاريه سيئه جدا كنت اعرف كده مكنتش اشتريته,البطاريه سيئه جدا حرام ادفع المبلغ ده والبطاريه متفضلش معايا يوم كامل علي الاقل,negative,0.9923003911972046
Iphone 16,Apple,محمد  م.,فبراير 25 2025,ممتاز,ممتاز وزي الوصف,positive,0.93620765209198
Iphone 16,Apple,نوف م.,يوليو 17 2025,,شي اعجبني شكرا,positive,0.9655734896659851
Galaxy S24 Ultra Titanium Ram,Samsung,Abdul S.,يوليو 11 2024,منتج اصلي,جيد بشكل عام,positive,0.9134160280227661
Iphone 16,Apple,Sulaiman A.,أبريل 25 2025,ممتاز,الي طلبته,neutral,0.8329349756240845
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 5 2025,جيد,جيد جدا,positive,0.9013132452964783
Iphone 16,Apple,محمد ا.,يونيو 20 2025,شي يذرك,ممتاز,positive,0.894987165927887
Galaxy S24 Ultra Titanium Ram,Samsung,Abdelrahman A.,فبراير 27 2025,ممتاز جدا انصح لاني فضلته ايفون,افضل موبيل علي الاطلاق ذكاء اصطناعي بع لقطه الصوره بتتعمل اتوماتيك كاميرا طبعا ممتازه شي,positive,0.9776491522789001
Iphone 16,Apple,اميره ب.,يناير 10 2025,ممتاز,مرا حلو اللون,positive,0.958973228931427
Iphone 16,Apple,سعد م.,أغسطس 6 2025,ممتاز,ممتاز شيء,positive,0.8182802200317383
Iphone 16,Apple,علي م.,يوليو 29 2025,الوصف,ممتاز,positive,0.894987165927887
Iphone 16,Apple,Feras S.,أكتوبر 13 2025,جديد جدا,جميل جدا,positive,0.960192859172821
Iphone 16,Apple,Anonymous,يوليو 8 2025,,لاحظت تعليق خفيف,neutral,0.5686299204826355
Iphone 16,Apple,Anonymous,يونيو 23 2025,,الصدق حلووو كويس,positive,0.9741114974021912
Galaxy S24 Ultra Titanium Ram,Samsung,Javed S.,ديسمبر 12 2024,هاتف جيد,شكرا ظهرا,positive,0.9167202115058899
Iphone 16,Apple,Rayan O.,أكتوبر 20 2024,ممتاز,يستحق بكل تاكيد,positive,0.9837019443511963
Iphone 16,Apple,Souha J.,مارس 13 2025,روعه اصلي,يجنن اصلي,positive,0.9570983648300171
Galaxy S24 Ultra Titanium Ram,Samsung,Victor S.,مارس 29 2025,منتجات اصليه,موبيل رائع شركه مصنعه محترمه سامسونج شركه مصداقيه الاتاحه شركه ايضا الاحترام شكرا للجميع,positive,0.9903213381767273
Iphone 16,Apple,Mohamed K.,أكتوبر 8 2024,المنتج كويس جدا,,neutral,0.7155575752258301
Galaxy S24 Ultra Titanium Ram,Samsung,سمية ا.,ديسمبر 29 2024,السعر منافس لمحلات الجمله,الجهاز اصلي ووصلني وقت قياسي الالترا غني التعريف جوده وتقنيات عاليه مميز للاستخدام اليومي والعملي وللالعاب,positive,0.789682924747467
Iphone 16,Apple,Anonymous,أغسطس 10 2025,اصلي,يستحق الشراء,neutral,0.5391526818275452
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ا.,مايو 14 2025,الكاميرا مش كويسه بالنسبه لموبيل بالسعر الغالي دا والامكنيات دي,الكاميرا مش كويسه بالنسبه لموبيل بالسعر الغالي دا والامكنيات دي,negative,0.9712496995925903
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 31 2024,الافضل,ببساطه انا احبه,positive,0.9582335948944092
Iphone 16,Apple,Sarh A.,فبراير 10 2025,جميل,جميل جدا,positive,0.960192859172821
Galaxy S24 Ultra Titanium Ram,Samsung,Nour S.,سبتمبر 7 2024,ثقتي خفت بنون,اشتريت الجهاز علي اساس جديد شيكت طلع مفتوح والنظام فعال عشره ايام تاريخ الشراء ومعاد تغليف الجهاز فعلا ثقتي نزلت بنون,neutral,0.7493018507957458
