Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,clean_description_norm,Sentiment,Sentiment_confidence,rule_decisions,heuristic
Galaxy A16 Space Ram,Samsung,Marym A.,يوليو 19 2025,حلوو مررا وانصح,حبييييت,حبييييت,positive,0.9194716215133667,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,فبراير 10 2025,الجوال اسبوع معايا البطاريه عليها الملاحظات,اسبوع استخدمه للمكالمات والتصفح الخفيف جدا والبطاريه تنزل بسرعه مجرد اشيله الشاحن ينزل بدون استخدام ادري عيب بالجوال البائع عنده ضمير ويبيبع جوالات بيها عيوب,اسبوع استخدمه للمكالمات والتصفح الخفيف جدا والبطاريه تنزل بسرعه مجرد اشيله الشاحن ينزل بدون استخدام ادري عيب بالجوال البائع عنده ضمير ويبيبع جوالات بيها عيوب,negative,0.9471074938774109,none,neutral
Iphone 16,Apple,نورة ا.,يونيو 6 2025,سيء جدا,سيء ودخلت شريحه ويقول خدمه سيء ابغي ارجعه,سيء ودخلت شريحه ويقول خدمه سيء ابغي ارجعه,negative,0.9629956483840942,none,neutral
Iphone 16,Apple,Maissa A.,مارس 3 2025,سرعه التوصيل السعر الي خلوني اطلب,مافيه مشاكل توصيل سريع,مافيه مشاكل توصيل سريع,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Nouf E.,مايو 7 2025,الجوال مشكله البطاريه تروح بسرعه حتي تستخدم الجهاز,الجوال مشكله البطاريه تروح بسرعه حتي تستخدم الجهاز وعند المتجر لايمكن الارجع او الاستبدال فلي حاب يشتري انصحه اذا البائع الو الشركه نفسها,الجوال مشكله البطاريه تروح بسرعه حتي تستخدم الجهاز وعند المتجر لايمكن الارجع او الاستبدال فلي حاب يشتري انصحه اذا البائع الو الشركه نفسها,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 19 2025,يستحق,هاتف محمول جيد,هاتف محمول جيد,positive,0.9252492785453796,none,neutral
Galaxy A16 Space Ram,Samsung,Riyad A.,يونيو 5 2025,توصيل سريع جوال سليم,شكرا,شكرا,positive,0.9582884311676025,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 6 2024,مدهش,خطوه جيده لشراء ظهر اليوم,خطوه جيده لشراء ظهر اليوم,positive,0.666753351688385,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Shaharear H.,مايو 29 2025,لطيف,هاتف سامسونج جيد,هاتف سامسونج جيد,positive,0.9469081163406372,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 1 2024,نسخه الجوال مختلفه المذكوره بالوصف,انتبهووووووا تطيحون بنفس غلطي وصف الجوال مذكور بانه نسخه الشرق الاوسط وهي نسخه مدعومه بخاصيه للاسف اشتريته وصلني نسخه صينيه مدعومه لهذه الخاصيه حذرتكم النسخه مطابقه لنسخه الجوال استلمته,انتبهووووووا تطيحون بنفس غلطي وصف الجوال مذكور بانه نسخه الشرق الاوسط وهي نسخه مدعومه بخاصيه للاسف اشتريته وصلني نسخه صينيه مدعومه لهذه الخاصيه حذرتكم النسخه مطابقه لنسخه الجوال استلمته,negative,0.9352946281433105,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Hossam A.,سبتمبر 25 2024,شفت التاجر اكسترا ارتحت انه الضمان والجهاز فيتنامي,جهاز ممتاز لازم التاجر يكتب فين الضمان سعودي اي دوله خليجيه شفت التاجر اكسترا اخدت وانا مغمض عرفت فين الضمان والجهاز فيتنامي التاجر الوحيد الي كاتب ممكن ارجاع الجهاز,جهاز ممتاز لازم التاجر يكتب فين الضمان سعودي اي دوله خليجيه شفت التاجر اكسترا اخدت وانا مغمض عرفت فين الضمان والجهاز فيتنامي التاجر الوحيد الي كاتب ممكن ارجاع الجهاز,positive,0.75,short_pos_override|mixed_positive_margin,neutral
Iphone 16,Apple,Anonymous,مارس 4 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Iphone 16,Apple,Anonymous,يونيو 8 2025,اصلي صمانات حقيقيه,تغليف جيد واستلام بالموعد الحقيقي,تغليف جيد واستلام بالموعد الحقيقي,positive,0.7490987181663513,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anuruddha  W.,نوفمبر 12 2024,منتج جيد شكرا,منتج جيد جدا,منتج جيد جدا,positive,0.8468862175941467,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 24 2025,ممتاز,المنتج جيد شكرا,المنتج جيد شكرا,positive,0.9607577919960022,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 15 2025,,يعجبني المنتج بطي,يعجبني المنتج بطي,positive,0.964272677898407,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohamed S.,فبراير 9 2025,,انا ايضا احب الظهيره وانا اكثر حماسا,انا ايضا احب الظهيره وانا اكثر حماسا,positive,0.9407051205635071,none,neutral
Galaxy A16 Space Ram,Samsung,علي ن.,أبريل 9 2025,شكرا,شي زي المعروض شكرا,شي زي المعروض شكرا,positive,0.9528090357780457,none,neutral
Iphone 16,Apple,Ali A.,أبريل 5 2025,ممتاز بالوصف,وصلني بالوقت المحدد بدون مشاكل شكرا,وصلني بالوقت المحدد بدون مشاكل شكرا,neutral,0.769029438495636,none,negative
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 24 2024,احبها,متوقع هاتف جيد جدا,متوقع هاتف جيد جدا,positive,0.9691503643989563,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 29 2025,سلا,بدون شاحن بدون سماعه,بدون شاحن بدون سماعه,negative,0.9253631830215454,none,neutral
Galaxy A16 Space Ram,Samsung,Feras A.,مايو 17 2025,ممتاز,جديد ويعمل بشكل جيد,جديد ويعمل بشكل جيد,positive,0.7315802574157715,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohd Z.,أبريل 14 2025,اصلي وجيد,جيد جدا سعيد,جيد جدا سعيد,positive,0.9728557467460632,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 12 2025,بطيء جدا,البطاريه ضعيفه,البطاريه ضعيفه,negative,0.7373577952384949,none,neutral
Iphone 16,Apple,Med S.,فبراير 17 2025,النسخه الدوليه ممتازه اذا انت اي مكان,لون الازرق رهيب,لون الازرق رهيب,positive,0.8425830602645874,none,neutral
Iphone 16,Apple,REEM A.,مايو 17 2025,بصراحه كلشي ممتاز,ولكنه استعملته شهور ونسرق,ولكنه استعملته شهور ونسرق,negative,0.7896177172660828,none,neutral
Iphone 16,Apple,ليلى ا.,أكتوبر 4 2025,لقد وصلني تالف ومعلق علي شاشه الترحيب,يعجبني,يعجبني,positive,0.9175878167152405,none,neutral
Galaxy A16 Space Ram,Samsung,عبدالمؤمن ا.,فبراير 10 2025,,الهاتف جيد مقارنه بسعره,الهاتف جيد مقارنه بسعره,positive,0.8871784806251526,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 17 2025,سلعه جميله جدا,ساشتري ان شاء الله,ساشتري ان شاء الله,positive,0.7832890748977661,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 6 2025,ظهر جيد جدا,انا احب متجر الظهيره,انا احب متجر الظهيره,positive,0.9211556315422058,none,neutral
Galaxy A16 Space Ram,Samsung,عبدالإله ا.,مارس 19 2025,تطبيقات يعمل,يعجبني,يعجبني,positive,0.9175878167152405,none,neutral
Iphone 16,Apple,Anonymous,يونيو 18 2025,المنتج تالف,الكرتون مقطوع ووسخ لاينفع للاستخدام,الكرتون مقطوع ووسخ لاينفع للاستخدام,negative,0.9767510890960693,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,FARAZ A.,نوفمبر 20 2024,نتيجه جيده ماشاء الله,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Iphone 16,Apple,Anonymous,مارس 17 2025,الجهاز رائع,اعجبني الدقه المواعيد وتغليف الجهاز,اعجبني الدقه المواعيد وتغليف الجهاز,positive,0.9352374076843262,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Rifat R.,أغسطس 10 2025,لطيف جيد,منتج جيد جدا للاستهلاك,منتج جيد جدا للاستهلاك,positive,0.898342490196228,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Shref S.,يوليو 19 2024,الصناعه هندي,لابد توضيح صناعه الجهاز الشراء الجهاز جاني صناعه هنديه والصناعه الفيتنامي الاصليه يوجد مشكله بالكاميرا الاماميه اثناء مكالمات الفيديو برجاء البائع التواصل معي لارجاع الجوال وارساله الي التوكيل شكرا,لابد توضيح صناعه الجهاز الشراء الجهاز جاني صناعه هنديه والصناعه الفيتنامي الاصليه يوجد مشكله بالكاميرا الاماميه اثناء مكالمات الفيديو برجاء البائع التواصل معي لارجاع الجوال وارساله الي التوكيل شكرا,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Samson T.,يونيو 3 2024,المنتج الاصلي,اداء مذهل,اداء مذهل,positive,0.9424304366111755,none,neutral
Iphone 16,Apple,Anonymous,سبتمبر 13 2025,الجوال نظيف وجديد,الحمدالله جمييل ماشاءالله,الحمدالله جمييل ماشاءالله,positive,0.990036129951477,none,neutral
Galaxy A16 Space Ram,Samsung,عبد اللطيف  ا.,أكتوبر 4 2025,ممتاز جدا,سريع ومناسب,سريع ومناسب,positive,0.7254298329353333,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Sidhique Akbar T.,يونيو 17 2025,منتج جيد وممتاز,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 3 2025,ممتاز,شكرا,شكرا,positive,0.9582884311676025,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 9 2024,منتج جيد,كاميرا منتج جيد مذهله,كاميرا منتج جيد مذهله,positive,0.9551800489425659,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad Yasin  A.,ديسمبر 10 2024,منتجات جيده,نظام عمل جيد بنسبه,نظام عمل جيد بنسبه,positive,0.8859950304031372,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 3 2025,الترا,انا احب هاتفي,انا احب هاتفي,positive,0.9144747853279114,none,neutral
Iphone 16,Apple,Darya H.,أكتوبر 2 2024,ممتاز,لطيف جيد,لطيف جيد,positive,0.9685673713684082,none,neutral
Galaxy A16 Space Ram,Samsung,احمد ح.,يوليو 10 2025,ممتاز,استخدام جيد جدا,استخدام جيد جدا,positive,0.9109391570091248,none,neutral
Galaxy A16 Space Ram,Samsung,الرشيدي ا.,يوليو 1 2025,اعلانانت,لايعجبني,لايعجبني,negative,0.8288862109184265,none,neutral
Iphone 16,Apple,Essam N.,مارس 24 2025,جميل سخونه وضعيف,جميل سخونه ضعيف,جميل سخونه ضعيف,positive,0.75,short_pos_override|mixed_positive_margin,neutral
Iphone 16,Apple,Anonymous,مايو 27 2025,اول مافتحته يحتر يحترررر,بطاريته حاره,بطاريته حاره,negative,0.742327868938446,none,neutral
Galaxy A16 Space Ram,Samsung,Bana A.,أكتوبر 8 2025,,وزن ثقيل الجهاز,وزن ثقيل الجهاز,negative,0.7964059114456177,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Salman N.,سبتمبر 13 2024,جيد,التعبئه جيده ووصلت بسلامه,التعبئه جيده ووصلت بسلامه,positive,0.8887251019477844,none,neutral
Iphone 16,Apple,Anonymous,سبتمبر 16 2025,ممتاز جدا,تلفون جديد متبرشم ومعفي ضرايب,تلفون جديد متبرشم ومعفي ضرايب,negative,0.9687146544456482,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 28 2025,جميل جدا,شيء جيد,شيء جيد,positive,0.8594380617141724,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 30 2025,جميل,استخدام منتاز,استخدام منتاز,positive,0.718004584312439,none,neutral
Iphone 16,Apple,نواف ا.,مارس 8 2025,الجوال مو الي ابيه,الجوال يعجبني بحجمو,الجوال يعجبني بحجمو,positive,0.9718121886253357,none,neutral
Galaxy A16 Space Ram,Samsung,احمد ا.,مارس 12 2025,اصلي وجميل,لايوجد كفر,لايوجد كفر,negative,0.8833348751068115,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 17 2025,رائع,سرعه الاستجابه,سرعه الاستجابه,positive,0.8821632862091064,none,neutral
Iphone 16,Apple,وليد ا.,سبتمبر 6 2025,ممتاز يفوق الخيال,منتج روعه وسعره مناسب,منتج روعه وسعره مناسب,positive,0.9254254698753357,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أكتوبر 4 2025,الجوال انكسر,ضعيف,ضعيف,negative,0.7630115747451782,none,neutral
Iphone 16,Apple,سلطان  ا.,مارس 7 2025,خفه الجوال وسلاسته,جوال جيد للاستخدام اليومي,جوال جيد للاستخدام اليومي,positive,0.8514372706413269,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 12 2025,تلفون ممتاز جدا سهل الاستخدام,التلفون بالنسبه للشحن البطاريه ممتاز الكاميرا خرافيه صراحه المزايا النقطه السيئه وزن الجهاز بالنسبه لباقي الاجهزه واللي يعتبر وزن اكثر بقليل,التلفون بالنسبه للشحن البطاريه ممتاز الكاميرا خرافيه صراحه المزايا النقطه السيئه وزن الجهاز بالنسبه لباقي الاجهزه واللي يعتبر وزن اكثر بقليل,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Ahmed I.,أغسطس 8 2025,لطيف جيد,جوده اللون جيده,جوده اللون جيده,positive,0.7348502278327942,none,neutral
Iphone 16,Apple,محمود ا.,أغسطس 29 2025,منتج الوصف جيد جدا,ممتاااز,ممتاااز,positive,0.9817154407501221,none,neutral
Iphone 16,Apple,Anonymous,أغسطس 10 2025,ماحبيت,رجعته مو عجبني النسخه العالميه,رجعته مو عجبني النسخه العالميه,negative,0.9760786294937134,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Rayyan J.,أكتوبر 13 2024,منتج مذهل الدرجه الاولي,مدهش,مدهش,positive,0.8413268327713013,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mahesh C.,يناير 8 2025,سوبر بوب,سلعه جيده شكرا,سلعه جيده شكرا,positive,0.8238370418548584,none,neutral
Galaxy A16 Space Ram,Samsung,محمد ع.,سبتمبر 15 2025,روووعه,احبته جدا,احبته جدا,positive,0.9599988460540771,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Ali M.,أبريل 9 2025,رائع,انه منتج مذهل,انه منتج مذهل,positive,0.9702425003051758,none,neutral
Iphone 16,Apple,Anonymous,أغسطس 21 2025,الحمدالله منتج جميل,اعجبني الحمدالله,اعجبني الحمدالله,positive,0.9742612838745117,none,neutral
Iphone 16,Apple,Anonymous,مارس 3 2025,سرعه التوصيل,مب طبيعي وصلني دقيقه,مب طبيعي وصلني دقيقه,negative,0.7391078472137451,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Shiv Hari R.,أغسطس 30 2025,اله تصوير,جوده جيده بشكل عام,جوده جيده بشكل عام,positive,0.884468138217926,none,neutral
Galaxy A16 Space Ram,Samsung,Maysa H.,أغسطس 17 2025,طلبت,جيد جدا,جيد جدا,positive,0.9013133645057678,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 8 2025,الشاشه,الشاشه مريحه للعين الالوان السطوع الدقه وغيرها وعند تشغيل الفيديو كانك تشاهد جول تقليد الامارات جبل علي جعلني اشك جوده المنتج للامانه اقل التوقعات,الشاشه مريحه للعين الالوان السطوع الدقه وغيرها وعند تشغيل الفيديو كانك تشاهد جول تقليد الامارات جبل علي جعلني اشك جوده المنتج للامانه اقل التوقعات,positive,0.809407114982605,none,neutral
Galaxy A16 Space Ram,Samsung,عبدالواحد م.,مارس 30 2025,ممتاز,اناقته وخفته,اناقته وخفته,positive,0.9351298213005066,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يونيو 1 2025,شئ,شي تمام,شي تمام,positive,0.8644254803657532,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,رغد س.,سبتمبر 22 2025,اصدار اندرويد موحلو وثقيل,اخذته علاشان الشغل طلع مايسوا اليومين الي جلس معي اشتغلت اي شي وراه ورافضين يرجعون فلوسي جابريني اخذه,اخذته علاشان الشغل طلع مايسوا اليومين الي جلس معي اشتغلت اي شي وراه ورافضين يرجعون فلوسي جابريني اخذه,negative,0.9549964666366577,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 28 2025,المنتج رائع,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mohmed A.,فبراير 22 2025,استخدم الجوال الا اسبوع فقط ولكنه جوال رائع جدا الاستخدام ولم اواجه اي مشكله حتي الان,يلبي الاحتياجات تقريبا يمكن القول بانه جوال متكامل وبالنسبه للسعر فيعتبر مناسب جدا,يلبي الاحتياجات تقريبا يمكن القول بانه جوال متكامل وبالنسبه للسعر فيعتبر مناسب جدا,positive,0.6506103277206421,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mansoor I.,مايو 30 2024,افضل هاتف,انا احب صنع فيتنام,انا احب صنع فيتنام,positive,0.9332311749458313,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Fahad R.,يوليو 22 2025,منتج جيد,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Iphone 16,Apple,عاطف ا.,مايو 19 2025,الدقه بالمواعيد والمصداقيه,المصداقيه,المصداقيه,positive,0.7671985030174255,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,فبراير 21 2024,جيدا,سرير جيدا جدا,سرير جيدا جدا,positive,0.7301545143127441,none,neutral
Galaxy A16 Space Ram,Samsung,ام عبدالله ا.,أغسطس 29 2025,ممتاز,شكرا,شكرا,positive,0.9582884311676025,none,neutral
Iphone 16,Apple,Anonymous,أكتوبر 5 2024,,السرعه فالتوصيل وسهوله الطلب بالتطبيق,السرعه فالتوصيل وسهوله الطلب بالتطبيق,positive,0.8678465485572815,none,neutral
Iphone 16,Apple,Anonymous,أكتوبر 28 2024,ايفون,شكراا علي سرعه توصيل الطلب,شكراا علي سرعه توصيل الطلب,positive,0.9721534252166748,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Tofik A.,أكتوبر 26 2024,جيد,انا سعيد بهذا الهاتف,انا سعيد بهذا الهاتف,positive,0.9839206337928772,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 7 2025,الجوده الطلب,مرضي,مرضي,negative,0.9437456727027893,none,neutral
Iphone 16,Apple,علي ا.,أغسطس 26 2025,ممتاز جدا,سرعه توصيل وجوده منتج,سرعه توصيل وجوده منتج,positive,0.887809157371521,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 28 2024,ممتاز,الحمد لله سعيده جدا,الحمد لله سعيده جدا,positive,0.9789553880691528,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أبريل 22 2025,شكرا,شكرا شكرا,شكرا شكرا,positive,0.9553430080413818,none,neutral
Iphone 16,Apple,Anonymous,أبريل 10 2025,المنتج جميل جدا,شي شكرا,شي شكرا,positive,0.9145749807357788,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Manu M.,سبتمبر 21 2025,منتج جيد,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Iphone 16,Apple,Samer A.,يوليو 1 2025,شكر منتج رائع,شكرا جميعا,شكرا جميعا,positive,0.9643775224685669,none,neutral
Galaxy A16 Space Ram,Samsung,خالد ذ.,مارس 23 2025,,هاتف جيد وسلس,هاتف جيد وسلس,positive,0.9579987525939941,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 24 2025,البطاريه يخلص بسرعه انصحكم نهائيا,لاانصحكم البطاريه يخلص سريع مايجلس حتي ساعات ويكمل بسرعه للاسف قدمنا شكوي ولم يحلوا مشكلتنا خدمه سيئه جدا,لاانصحكم البطاريه يخلص سريع مايجلس حتي ساعات ويكمل بسرعه للاسف قدمنا شكوي ولم يحلوا مشكلتنا خدمه سيئه جدا,negative,0.9902592897415161,mixed_pref_negative,neutral
Iphone 16,Apple,Nayef A.,فبراير 14 2025,الوصف,شي جديد شكرا اكسترا,شي جديد شكرا اكسترا,positive,0.9282300472259521,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Ali R.,فبراير 4 2025,موبايل جيد,موبايل جيد,موبايل جيد,positive,0.9207373857498169,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,فبراير 3 2025,شكرا,شكرا,شكرا,positive,0.9582884311676025,none,neutral
Galaxy A16 Space Ram,Samsung,علي ا.,سبتمبر 23 2025,شكرا,شكرا,شكرا,positive,0.9582884311676025,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Iqra S.,أكتوبر 19 2024,رائع موضح,احبه,احبه,positive,0.8792015314102173,none,neutral
Iphone 16,Apple,نوره ا.,أغسطس 6 2025,عجمان,المنتج مميز والخدمه سريعه,المنتج مميز والخدمه سريعه,positive,0.8611352443695068,none,neutral
Galaxy A16 Space Ram,Samsung,ناصر محمد  ا.,فبراير 7 2025,ممتاز,شكر,شكر,positive,0.9272686243057251,none,neutral
Iphone 16,Apple,Anonymous,فبراير 5 2025,يجننن,الجوال جديد ورهيب عجبني جدا,الجوال جديد ورهيب عجبني جدا,positive,0.7560757994651794,none,neutral
Galaxy A16 Space Ram,Samsung,معاذ ا.,أبريل 14 2025,ممتاز,ماركه,ماركه,positive,0.8550437092781067,none,neutral
Iphone 16,Apple,غالب ا.,أكتوبر 3 2024,وزن الجهاز,اكثر شي حبيته بالجهاز خفته,اكثر شي حبيته بالجهاز خفته,positive,0.9482530951499939,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Waseem H.,يناير 7 2025,انه يبدو لطيفا,جوال جيد,جوال جيد,positive,0.897371768951416,none,neutral
Galaxy A16 Space Ram,Samsung,MOHANAD A.,مايو 16 2025,ممتاز,شكرا,شكرا,positive,0.9582884311676025,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 2 2025,لطيف جيد,مذهله للغايه,مذهله للغايه,positive,0.9839240908622742,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 1 2025,جيد,المنتج جيد جدا,المنتج جيد جدا,positive,0.8721411824226379,none,neutral
Iphone 16,Apple,Anonymous,سبتمبر 8 2025,,مره كويس يعلق احيانا شوي,مره كويس يعلق احيانا شوي,negative,0.85,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 5 2025,جوده جيده,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 5 2025,,بورديد لطيف واشياء اخري,بورديد لطيف واشياء اخري,positive,0.9687089920043945,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 4 2025,اله,المنتج جيد جدا,المنتج جيد جدا,positive,0.8721411824226379,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 11 2025,الترا,منتج مذهل,منتج مذهل,positive,0.8676890730857849,none,neutral
Iphone 16,Apple,موسى ا.,مايو 3 2025,الحمدلله,وصل الوصف,وصل الوصف,positive,0.6843451857566833,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad N.,يونيو 13 2025,الخير الافضل,جيد جدا,جيد جدا,positive,0.9013133645057678,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Alabbas A.,فبراير 15 2025,افضل جوال سنه واشوفه افضل حتي اس الترا,بالنسبه الجوال يستاهل انتظرت عشان اشوف الترا خيب الامال زال اس الترا افضل جوال,بالنسبه الجوال يستاهل انتظرت عشان اشوف الترا خيب الامال زال اس الترا افضل جوال,negative,0.69047611951828,none,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 5 2025,سامسونج الترا,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,سبتمبر 19 2025,بطيء,بطيء,بطيء,negative,0.7192878127098083,none,neutral
Galaxy A16 Space Ram,Samsung,مؤسسة عوض بن عبدالله بن عوض الديني ا.,سبتمبر 19 2025,فنان,فنان,فنان,positive,0.9569090008735657,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,رهف م.,أغسطس 6 2025,حلو ومميز جدا,الجوال مافيه اي مشكله الا وحده اللي واضحه السماعه حقته مشكله والصوت كويس اليوم الثاني بينت الصوت مو واضح,الجوال مافيه اي مشكله الا وحده اللي واضحه السماعه حقته مشكله والصوت كويس اليوم الثاني بينت الصوت مو واضح,negative,0.9440287947654724,mixed_pref_negative,neutral
Iphone 16,Apple,سناء أ.,أكتوبر 10 2025,رائع,الحمد لله رب العالمين,الحمد لله رب العالمين,positive,0.9294393062591553,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,محمد ن.,فبراير 2 2025,منتج رائع بسعر ممتاز,العمليه بدايه شراء المنتج الي الحصول كانت منتهي السلاسه اما المنتج نفسه فحدث حرج امكانيات عاليه وسرعه خرافيه التصفح,العمليه بدايه شراء المنتج الي الحصول كانت منتهي السلاسه اما المنتج نفسه فحدث حرج امكانيات عاليه وسرعه خرافيه التصفح,negative,0.9417247176170349,none,neutral
Iphone 16,Apple,Ghazi A.,مارس 8 2025,تقومون بعمر رائع,مثالي,مثالي,positive,0.872372567653656,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Zeeshan K.,أكتوبر 6 2024,انه مدهش,انه امر مدهش,انه امر مدهش,positive,0.9659057259559631,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 29 2025,بدون رسوم,البطاريه جيده,البطاريه جيده,positive,0.7959021329879761,none,neutral
Galaxy A16 Space Ram,Samsung,ابراهيم  ا.,مايو 18 2025,تمام,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,فبراير 9 2025,الاداء,اعجبني المنتج,اعجبني المنتج,positive,0.9708420038223267,none,neutral
Iphone 16,Apple,ريم ا.,أغسطس 19 2025,,يوجد خلل شاشه الهاتف,يوجد خلل شاشه الهاتف,negative,0.6987524628639221,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 1 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy A16 Space Ram,Samsung,Rana K.,أبريل 2 2025,حلو,حبيت,حبيت,positive,0.8060696721076965,none,neutral
Iphone 16,Apple,Anonymous,فبراير 16 2025,سليم مافيه وسعر روعه,روعه,روعه,positive,0.9576007127761841,none,neutral
Iphone 16,Apple,عبير ا.,يوليو 27 2025,بطيء,الجهاز بطيء خلل,الجهاز بطيء خلل,negative,0.930099368095398,none,neutral
Iphone 16,Apple,Akram A.,أغسطس 30 2025,البائع,اصلي نسخه شرق اوسط,اصلي نسخه شرق اوسط,negative,0.9904776811599731,none,positive
Galaxy A16 Space Ram,Samsung,دلال ا.,يوليو 1 2025,حلو,حبيت,حبيت,positive,0.8060696721076965,none,neutral
Iphone 16,Apple,Anonymous,أبريل 3 2025,فيفاء,الجوال ممتاز غلطه,الجوال ممتاز غلطه,negative,0.8255099058151245,none,positive
