Product_Name,Review_Title,Customer_Name,Review_Date,Review_Link,Review_Description
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Note series is amazing,Anonymous,"مارس 18, 2025",https://www.noon.com/saudi-ar/N70035265V/p/,Overall good everything but I give four star. One star cut broz fone is heating after continously use.
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,ليس جيدا,Shoukat K.,"مايو 31, 2025",https://www.noon.com/saudi-ar/N70035266V/p/,ليس جيدا
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,S24 ultra usage,Anonymous,"أكتوبر 20, 2024",https://www.noon.com/saudi-ar/N70036953V/p/,"Camera zooming is good... process time is okay.. didn't explore that much...
Didn't get the AI feature in Camera when open"
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,جوال اصلي ممتاز,Mostafa H.,"مارس 4, 2025",https://www.noon.com/saudi-ar/N70035265V/p/,"الجوال اصلي صنع فيتنام
كنت متخوف خصوصا مع تفاوت السعر الكبير عن كثير من الاماكن .. لكن ما خاب ظني
بائع ممتاز"
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,t's the original ME version,Guttibah H.,"أكتوبر 24, 2024",https://www.noon.com/saudi-ar/N70035265V/p/,"I was afraid from the non return policy, but the phone was great working good and it's the original ME version"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,جميل واصلي,علي ا.,"أبريل 6, 2025",https://www.noon.com/saudi-ar/N70105547V/p/,حلو
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,The difference is the similarity,Anonymous,"مارس 16, 2025",https://www.noon.com/saudi-ar/N70036948V/p/,"The product is really amazing
Depending on mine
If you purchase
Am sure you Gona love it"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,السعر جيد,Abo Mohamad A.,"أبريل 1, 2025",https://www.noon.com/saudi-ar/N70105547V/p/,جيد
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,To much bad device I use just 45 days now speaker 🔊 not working,Anonymous,"فبراير 4, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,Very bad device I used just 45 days but now speaker not working
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,K,Anonymous,"نوفمبر 18, 2024",https://www.noon.com/saudi-ar/N70105551V/p/,لونه جميل جدا
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاذ,Ehab A.,"نوفمبر 26, 2024",https://www.noon.com/saudi-ar/N70106133V/p/,منتج اصلى
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,سيء,Anonymous,"يوليو 7, 2025",https://www.noon.com/saudi-ar/N70106565V/p/,سيييييييء
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Good 👍,Muhammad A.,"مارس 11, 2025",https://www.noon.com/saudi-ar/N70106134V/p/,Good 👍
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Very Good,Jawad Ali S.,"مارس 3, 2025",https://www.noon.com/saudi-ar/N70105549V/p/,Like
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Good,Masheal A.,"أكتوبر 12, 2025",https://www.noon.com/saudi-ar/N70105525V/p/,Good 😊
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,جميل جدا,هديل غ.,"ديسمبر 15, 2024",https://www.noon.com/saudi-ar/N70105524V/p/,جميل
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,اصلي100٪,Abdalrhman  A.,"فبراير 27, 2025",https://www.noon.com/saudi-ar/N70105551V/p/,اصلي
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,كل شي حديد,Anonymous,"يونيو 19, 2025",https://www.noon.com/saudi-ar/N70105548V/p/,🫡
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,شكرًا,Anonymous,"مايو 28, 2025",https://www.noon.com/saudi-ar/N70105549V/p/,شكرًا
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Seems Good,Amer S.,"نوفمبر 20, 2024",https://www.noon.com/saudi-ar/N70035266V/p/,"After one week of usage, I am satisfied with it so far. Delivery was really quick. Box was completely sealed. So far so good"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Ahmed E.,"أكتوبر 6, 2025",https://www.noon.com/saudi-ar/N70105524V/p/,ممتاز
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Great product,Anonymous,"مارس 9, 2025",https://www.noon.com/saudi-ar/N70036948V/p/,Really nice product by samsung . The features are amazing and the delivery and pricing by noon is just the best
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Anonymous,"مايو 9, 2025",https://www.noon.com/saudi-ar/N70106130V/p/,ممتاز
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Amaàaaazing,Samraa S.,"مايو 13, 2024",https://www.noon.com/saudi-ar/N70035266V/p/,"I used to deal with noon coz I trust it I bought 3 mobiles from noon and s24 ultra is last one
All noon products excellent
Thank 😊 you noon"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,لايوجد,ابوسعد ا.,"أبريل 26, 2025",https://www.noon.com/saudi-ar/N70105524V/p/,ممتاز
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,The Best flagship phone,Mohammed S.,"أكتوبر 3, 2024",https://www.noon.com/saudi-ar/N70035265V/p/,"For the price it's the best.
Unlike apple you enjoy alot of features the phone offers. Especially the AI features."
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,هاتف جميل,Barun S.,"يوليو 31, 2025",https://www.noon.com/saudi-ar/N70035265V/p/,جيد 👍
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,I ORDERED BLACK BUT I GOT GRAY COLOR MOBILE,Anonymous,"مارس 27, 2025",https://www.noon.com/saudi-ar/N70035265V/p/,I want to change this phone o ordered titanium black and got gray color mobile.
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Excellent quality and excellent service,Syed N.,"مارس 15, 2025",https://www.noon.com/saudi-ar/N70035266V/p/,Great Mobile Great Seller Great Service by Noon just got it in 30 min Thank you all
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,100% genuine,Suresh G.,"يوليو 12, 2024",https://www.noon.com/saudi-ar/N70035267V/p/,"Wow, that's a very good product. Love it 100% Genuine. Thanks, noon. There is no need to go to a shop anymore. Product as described 👌"
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,جهاز بدون ملحقات,Ibrahim M.,"أكتوبر 30, 2024",https://www.noon.com/saudi-ar/N70035206V/p/,جوال جديد بدون شاحن و بدون شاشة حماية ولا اي من الملحقات الأصلية عدا دبوس الشريحه للأسف تم فتح المنتج ولا يمكن استرجاعه
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,مفضل للغاية,Anonymous,"ديسمبر 28, 2024",https://www.noon.com/saudi-ar/N70036947V/p/,منتهي
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,اصلي ١٠٠٪؜,خالد ا.,"ديسمبر 18, 2024",https://www.noon.com/saudi-ar/N70105551V/p/,👍🏻
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Samsung s24 ultra,Mohamed  H.,"نوفمبر 29, 2024",https://www.noon.com/saudi-ar/N70036948V/p/,"Display quality, speaker, camera, and performance all good, but need update for little bit drop of UI experience.."
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,.,Norah A.,"أغسطس 31, 2025",https://www.noon.com/saudi-ar/N70105549V/p/,شكراً نون
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,المنتجات الأصلية,Aruna M.,"مايو 12, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,🙂🙂🙂
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,شكراً,Hamdan A.,"أغسطس 3, 2025",https://www.noon.com/saudi-ar/N70105551V/p/,شكرا.
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,This is not International Version what i ordered.,Khair U.,"مايو 29, 2024",https://www.noon.com/saudi-ar/N70036947V/p/,"As i heard call record by default coming in International Version, but in this device have no option."
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Um T.,"يوليو 6, 2025",https://www.noon.com/saudi-ar/N70105554V/p/,ممتاز
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,refurbished and local market brand,Muhammad  N.,"مايو 4, 2025",https://www.noon.com/saudi-ar/N70036948V/p/,refurbished and local market brand  box re- packing very bad experience first time
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Anonymous,"يونيو 8, 2025",https://www.noon.com/saudi-ar/N70105551V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Hussain A.,"يونيو 7, 2025",https://www.noon.com/saudi-ar/N70105526V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Anonymous,"أكتوبر 17, 2024",https://www.noon.com/saudi-ar/N70105548V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,أصلي,محمد ا.,"سبتمبر 28, 2025",https://www.noon.com/saudi-ar/N70105862V/p/,أصلي
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,اصلي,Anonymous,"سبتمبر 21, 2025",https://www.noon.com/saudi-ar/N70105548V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,رائع,معجبه ا.,"سبتمبر 9, 2025",https://www.noon.com/saudi-ar/N70105551V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Mohammed A.,"أبريل 5, 2025",https://www.noon.com/saudi-ar/N70105549V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Anonymous,"أبريل 1, 2025",https://www.noon.com/saudi-ar/N70105524V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Abdulrhman H.,"مارس 5, 2025",https://www.noon.com/saudi-ar/N70106132V/p/,ممتاز
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,The version isn't uae it's Oman warranty not covered in uae,Ibrahim A.,"يناير 9, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,"Warranty not covered
Battery not last to even 12 hours normal usage"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Anonymous,"فبراير 4, 2025",https://www.noon.com/saudi-ar/N70105525V/p/,ممتاز
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,السامسونج عم الجوالات,Anonymous,"سبتمبر 13, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,"الجوال مرة حلو و البطارية و الشاشة و كل شي رايق
يمكن ال شوية ما عجبني التصوير الليلي"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Good,Ridowan R.,"يوليو 2, 2025",https://www.noon.com/saudi-ar/N70105862V/p/,Good
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,جودة جيدة 👌,Munna G.,"يوليو 10, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,لطيف - جيد
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Excellent device,Saad C.,"أغسطس 27, 2025",https://www.noon.com/saudi-ar/N70036947V/p/,Device is orignal and as per my requirements. Product delivery was quick. 5 stars to seller.
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,الموبايل اقسم بالله العظيم خرافي,Mohamed Z.,"يونيو 8, 2025",https://www.noon.com/saudi-ar/N70035265V/p/,خااااارج التقييم وخصوصا اني اشتريت الموبايل ب 2690 ريال  ،، يعني سعره مره جمييييل
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,بصمة الوجه لا تعمل بصورة جيده لا اعرف هل عيب بالجهاز عموما ام جهازي فقط,Anonymous,"يوليو 27, 2024",https://www.noon.com/saudi-ar/N70035265V/p/,بصمة الوجه لا تعمل بصورة جيده لا اعرف هل عيب بالجهاز عموما ام جهازي فقط
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,جيد 👍,Mohammad  S.,"ديسمبر 6, 2024",https://www.noon.com/saudi-ar/N70035267V/p/,كل شئ جيد
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,جوال ممتاز و أصلي,WAEL E.,"أكتوبر 3, 2024",https://www.noon.com/saudi-ar/N70035272V/p/,تجربة شراء ممتازة. تم شراء الجوال في التخفيضات بسعر ممتاز . الجوال أصلي و تم الاستلام خلال يومين اثنين في مكة المكرمة.
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,راضي,Marlon M.,"سبتمبر 20, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,راضي
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,منذر ا.,"ديسمبر 1, 2024",https://www.noon.com/saudi-ar/N70105549V/p/,ممتاز
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,It's real and the interior Is just smooth to use. Noon is the best,Abubakar A.,"أغسطس 14, 2024",https://www.noon.com/saudi-ar/N70035206V/p/,I love this phone. The camera is just extremely nice and you will like it.
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Good,Kamal K.,"مايو 1, 2025",https://www.noon.com/saudi-ar/N70105550V/p/,Good
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Samsung S24 Ultra,Shafiullah K.,"أغسطس 19, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,The packing is nice and received in factory packing. Noon.com is reliable shopping company.
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Super,MOHAMED S.,"أبريل 12, 2025",https://www.noon.com/saudi-ar/N70105547V/p/,Good
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Used phone recieved,Anonymous,"سبتمبر 16, 2025",https://www.noon.com/saudi-ar/N70036948V/p/,"The phone had almost 300 obscene photos i. The recycle bin, it is used and sealed again"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,لايوجد,رفعه ا.,"أكتوبر 22, 2024",https://www.noon.com/saudi-ar/N70105524V/p/,جميل
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Finger scanner not working. Otherwise all good,Anonymous,"أغسطس 6, 2025",https://www.noon.com/saudi-ar/N70036948V/p/,Finger scanner not working in don't know why. I fell dicpoined
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Good,FAYSAL U.,"سبتمبر 22, 2025",https://www.noon.com/saudi-ar/N70105880V/p/,😘☺️
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,منتج جميل من نون الجميله,Sameh M.,"أكتوبر 11, 2024",https://www.noon.com/saudi-ar/N70035206V/p/,"أعجبني المنتج وطريقة تغليفه للحفاظ عليه وتوصيله الي في الوقت المحدد
والإضافة الي ذلك السعر المميز
حقا شكرا نون"
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,اصلي,Anonymous,"سبتمبر 3, 2025",https://www.noon.com/saudi-ar/N70106132V/p/,اصلي
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,زيد ا.,"أكتوبر 10, 2024",https://www.noon.com/saudi-ar/N70105546V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Good,Peeraya K.,"مارس 11, 2025",https://www.noon.com/saudi-ar/N70106131V/p/,Good
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,لا,Anonymous,"مارس 8, 2025",https://www.noon.com/saudi-ar/N70105548V/p/,ممتاز.
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,يجنن,Mada M.,"فبراير 21, 2025",https://www.noon.com/saudi-ar/N70105526V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,ممتاز,Anonymous,"فبراير 21, 2025",https://www.noon.com/saudi-ar/N70105861V/p/,اصلي
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,حلو,Anonymous,"أغسطس 2, 2025",https://www.noon.com/saudi-ar/N70105547V/p/,ممتاز
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,رائع,Anonymous,"يوليو 2, 2025",https://www.noon.com/saudi-ar/N70106126V/p/,رائع
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,Nice,Sajil M.,"يونيو 30, 2025",https://www.noon.com/saudi-ar/N70106131V/p/,Good
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,S24 ULTRA,وجدي م.,"أغسطس 3, 2025",https://www.noon.com/saudi-ar/N70035206V/p/,It's an absolutely genuine piece. I hope samsung upcoming update solves the pictures auto optimising
آيفون 16 سعة 128 جيجابايت باللون الأسود 5G مع فيس تايم - نسخة الشرق الأوسط,رائع,Anonymous,"مايو 25, 2025",https://www.noon.com/saudi-ar/N70105525V/p/,رائع
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Not charging,Tuan I.,"أغسطس 28, 2024",https://www.noon.com/saudi-ar/N70035266V/p/,"Once it falls into the water, after that, phone is not charging. Can I know if there is a warranty available for this phone??"
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,used phone,Sujon A.,"أغسطس 1, 2025",https://www.noon.com/saudi-ar/N70036948V/p/,"This mobile was opened two months ago, I am ordering a new one, I never expected this from Noon. 😭😭"
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,This product was nice and fast delivery. My husband like it so much and original.ill buy for me next,Anonymous,"أكتوبر 9, 2024",https://www.noon.com/saudi-ar/N70036948V/p/,"All good
Hope you will get yours 😊"
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,Camera is Gone After 1 month of use,Imogen P.,"ديسمبر 11, 2024",https://www.noon.com/saudi-ar/N70036951V/p/,The camera is not working after 1 month of use. No responds from anyone regarding the fixing
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,وصلني المنتج أصلي مضمون شكراً نون,Anonymous,"يوليو 16, 2025",https://www.noon.com/saudi-ar/N70035265V/p/,المنتج والله بكل أمانة أصلي مضمون فيتنامي وكل شي فيه ممتاز البائع موثوق والله
هاتف Galaxy S24 Ultra ثنائي شريحة الاتصال بلون رمادي تيتانيوم وذاكرة وصول عشوائي (RAM) سعة 12 جيجابايت وذاكرة تخزين داخلية 256 جيجابايت يدعم تقنية 5G - إصدار الشرق الأوسط,جيد 👍,Anonymous,"سبتمبر 8, 2025",https://www.noon.com/saudi-ar/N70036948V/p/,جيد جدًا 👍
